STITCH,Individual Side Effect,Side Effect Name
CID000003736,C0302295,Rash
CID000003736,C0235472,pulse abnormal
CID000003736,C0877248,adverse event
CID000003736,C0236071,throat tightness
CID000003736,C0919909,tonic clonic movements
CID000003736,C0262476,lacrimation increased
CID000003736,C0948681,blood glucose abnormal
CID000003736,C3665386,Visual impairment
CID000003736,C1869050,anticholinergic syndrome
CID000003736,C0009492,Compartment syndrome
CID000003736,C1262020,diffuse alveolar damage
CID000003736,C1963873,cardioversion
CID000003736,C0037822,Speech disorder
CID000003736,C0853149,blood lactate dehydrogenase increased
CID000003736,C0521232,arterial stent insertion
CID000003736,C0849918,eyelids pruritus
CID000003736,C0869219,speech disorder
CID000003736,C0235552,Laryngeal oedema
CID000003736,C1868748,vessel puncture site pain
CID000003736,C0852947,scratch
CID000003736,C0042401,Vasodilation procedure
CID000003736,C0853039,iodine uptake increased
CID000003736,C0026961,Mydriasis
CID000003736,C1994994,Thirst
CID000003736,C0015376,Extravasation
CID000003736,C0033700,proteus infection
CID000003736,C0239062,circumoral oedema
CID000003736,C0022281,eye pruritus
CID000003736,C0158350,tendinous contracture
CID000003736,C0476273,Respiratory distress
CID000003736,C1262005,ischaemic cerebral infarction
CID000003736,C1739364,pharyngolaryngeal discomfort
CID000003736,C0151785,mucous membrane disorder
CID000003736,C0549386,Feeling hot
CID000003736,C1444565,cardiopulmonary failure
CID000003736,C0151828,Injection site pain
CID000003736,C0220994,hyperammonaemia
CID000003736,C0854686,intubation
CID000003736,C0240840,pulse pressure decreased
CID000003736,C0235532,cyanosis
CID000003736,C0035229,Respiratory failure
CID000003736,C0013378,dysgeusia
CID000003736,C0574067,Cough
CID000003736,C0542571,Face oedema
CID000003736,C0877452,electrocardiogram st-t segment depression
CID000003736,C0853013,diverticular perforation
CID000003736,C1261981,urticaria localised
CID000003736,C0036690,Sepsis
CID000003736,C0853019,blood thyroid stimulating hormone increased
CID000003736,C0020580,Hypoaesthesia
CID000003736,C0151735,Injection site reaction
CID000003736,C0743680,eye oedema
CID000003736,C1504537,Autonomic nervous system imbalance
CID000003736,C0010520,Cyanosis
CID000003736,C0085616,vasospasm
CID000003736,C0027540,Necrosis
CID000003736,C0549297,auricular swelling
CID000003736,C0749106,submandibular mass
CID000003736,C0036104,Salivary hypersecretion
CID000003736,C0235234,dry throat
CID000003736,C0021053,Immune system disorder
CID000003736,C1328358,pedal pulse decreased
CID000003736,C0151539,blood urea increased
CID000003736,C0872410,posturing
CID000003736,C0877077,myocardial haemorrhage
CID000003736,C0853908,oropharyngeal swelling
CID000003736,C0026205,miosis
CID000003736,C2609445,Infusion site reactions
CID000003736,C0016506,foot deformity
CID000003736,C2939147,Feeling hot
CID000003736,C0852113,cardiovascular disorder
CID000003736,C0849796,ear congestion
CID000003736,C1142110,abdominal compartment syndrome
CID000003736,C1306792,red man syndrome
CID000003736,C0151698,Injection site haemorrhage
CID000003736,C0919839,antidepressant drug clearance increased
CID000003736,C0855218,amnestic disorder
CID000003736,C0015397,disorder of globe
CID000003736,C0750016,urticaria generalised
CID000003736,C0851664,Bullous conditions
CID000003736,C0232487,Abdominal discomfort
CID000003736,C0162810,hypertrophic scar
CID000003736,C0151610,Tongue disorder
CID000003736,C0853619,local swelling
CID000003736,C0011057,sudden hearing loss
CID000003736,C0085633,mood altered
CID000003736,C0040053,Thrombosis
CID000003736,C0027765,Nervous system disorder
CID000003736,C0023052,Laryngeal oedema
CID000003736,C1869024,adverse reaction
CID000003736,C0393444,meningitis chemical
CID000003736,C1536000,incorrect drug administration rate
CID000003736,C0232144,radial pulse abnormal
CID000003736,C0019064,pericardial haemorrhage
CID000003736,C0003132,anoxic encephalopathy
CID000003736,C0005940,Bone disorder
CID000003736,C0151907,skin discolouration
CID000003736,C0877017,partial seizures with secondary generalisation
CID000003736,C0849907,ear pruritus
CID000003736,C0007760,cerebellar syndrome
CID000003736,C0579121,diabetes mellitus inadequate control
CID000003736,C0001883,Obstructive airways disorder
CID000003736,C0010073,arteriospasm coronary
CID000003736,C0010072,Coronary artery thrombosis
CID000003736,C0236068,swollen tongue
CID000003736,C0026826,Hypertonia
CID000003736,C0740852,upper airway obstruction
CID000003736,C3665347,Visual impairment
CID000003736,C1168267,hyperventilation
CID000003736,C0948594,musculoskeletal discomfort
CID000003736,C0240130,Joint swelling
CID000003736,C0858621,blindness transient
CID000003736,C0877530,pharyngolaryngeal abscess
CID000003736,C0851354,Ear and labyrinth disorders
CID000003736,C1262109,procedural hypotension
CID000003736,C0038990,Hyperhidrosis
CID000003736,C0021308,Infarction
CID000003736,C0178298,Skin disorder
CID000003736,C0475858,pruritus generalised
CID000003736,C0235710,Chest discomfort
CID000003736,C0853706,blood immunoglobulin a decreased
CID000003736,C0853704,blood immunoglobulin m decreased
CID000003736,C0853257,myoglobin blood increased
CID000003736,C0853895,mental disorder due to a general medical condition
CID000003736,C0282015,pneumothorax traumatic
CID000003736,C0010399,crying
CID000003736,C0020523,type i hypersensitivity
CID000003736,C0235309,Abdominal discomfort
CID000003736,C0260662,Hearing impaired
CID000003736,C0520966,coordination abnormal
CID000003736,C0435262,intracranial injury
CID000003736,C2242544,congenital tricuspid valve incompetence
CID000003736,C0700590,Hyperhidrosis
CID000003734,C0155867,pneumonia aspergillus
CID000003734,C0521540,brain stem haemorrhage
CID000003734,C0153685,metastases to kidney
CID000003734,C0341697,renal impairment
CID000003734,C0521465,toxic skin eruption
CID000003734,C0748052,erythrodermic psoriasis
CID000003734,C0242979,muscle fatigue
CID000003734,C1704204,pedal pulse absent
CID000003734,C0158987,late metabolic acidosis of newborn
CID000003734,C0570562,contrast media allergy
CID000003734,C0155910,pulmonary congestion
CID000003734,C0747031,opportunistic infection
CID000003734,C0236060,free fatty acids increased
CID000003734,C0854431,injection site vesicles
CID000003734,C0235532,cyanosis
CID000003734,C1997821,peritoneal dialysis
CID000003734,C0854727,intracranial tumour haemorrhage
CID000003734,C1096035,infusion site pain
CID000003734,C1167709,epidermal necrosis
CID000003734,C0853761,blood potassium decreased
CID000003734,C2609418,stevens-johnson syndrome
CID000003734,C0853557,computerised tomogram
CID000003734,C0853750,blood magnesium decreased
CID000003734,C0476337,blood gases abnormal
CID000003734,C0877055,acute generalised exanthematous pustulosis
CID000003734,C0242231,coronary artery stenosis
CID000003734,C0543697,cryoglobulinaemia
CID000003734,C0852879,pulmonary alveolar haemorrhage
CID000003734,C0855854,skin test positive
CID000003734,C1096738,arteriovenous fistula
CID000003734,C0520736,coombs positive haemolytic anaemia
CID000003734,C1112425,blood ketone body increased
CID000003734,C0520804,accidental overdose
CID000003734,C0580413,prothrombin time
CID000003734,C0235874,condition aggravated
CID000003734,C0852113,cardiovascular disorder
CID000003734,C1168207,haemodialysis
CID000003734,C0919791,aspiration bronchial
CID000003734,C0595916,nephropathy toxic
CID000003734,C0236053,mucosal ulceration
CID000003734,C0853834,blood immunoglobulin e
CID000003734,C1167940,lymphocyte stimulation test positive
CID000003734,C0235234,dry throat
CID000003734,C0742906,c-reactive protein increased
CID000003734,C0271207,hemianopia
CID000003734,C0563247,blood blister
CID000003734,C0853888,hypocomplementaemia
CID000003734,C0341444,hepatic rupture
CID000003734,C1112153,procedural complication
CID000003734,C0235431,blood creatinine increased
CID000003734,C0302809,hepatitis fulminant
CID000003734,C0239735,gingival erythema
CID000003734,C0239429,eye inflammation
CID000003734,C0151662,gamma-glutamyltransferase increased
CID000003734,C0740321,catheterisation cardiac
CID000003734,C0740289,po2 decreased
CID000003734,C0571818,iodine allergy
CID000003734,C1142294,troponin t
CID000003734,C0520600,cardio-respiratory arrest
CID000003734,C0155305,optic ischaemic neuropathy
CID000003734,C0347602,retinal injury
CID000003734,C0012739,disseminated intravascular coagulation
CID000003734,C0221022,haemoglobinuria
CID000003734,C0239134,productive cough
CID000003734,C0236178,intra-abdominal haemorrhage
CID000003734,C0040793,anuria
CID000003734,C1761613,conjunctival hyperaemia
CID000003734,C0520886,electrocardiogram st segment elevation
CID000003734,C0520887,electrocardiogram st segment depression
CID000003734,C0149854,cerebellar haemorrhage
CID000003734,C0149612,exercise electrocardiogram abnormal
CID000003734,C0085437,meningitis bacterial
CID000003734,C0876998,intracardiac thrombus
CID000003734,C0238665,antithrombin iii decreased
CID000003734,C0854775,pancreatic carcinoma metastatic
CID000003734,C0522776,stent placement
CID000003734,C0340517,atrial thrombosis
CID000003734,C0494165,metastases to liver
CID000003734,C0023896,alcoholic liver disease
CID000003734,C0240840,pulse pressure decreased
CID000003734,C0854405,glomerulonephritis membranoproliferative
CID000003734,C0220656,malignant ascites
CID000003734,C0151763,hepatocellular injury
CID000003734,C1869041,blood urine present
CID000003734,C0235802,pupillary reflex impaired
CID000003734,C1868718,coronary artery restenosis
CID000003734,C0855573,beta 2 microglobulin urine increased
CID000003734,C0043387,yawning
CID000003734,C0010073,arteriospasm coronary
CID000003734,C0009402,colorectal cancer
CID000003734,C0450027,accidental exposure
CID000003734,C0947881,lung infection
CID000003734,C0852921,blood fibrinogen increased
CID000003734,C0268936,scrotal haematoma
CID000003734,C0272426,mouth injury
CID000003734,C0853946,pain exacerbated
CID000003734,C1140716,hypoxic encephalopathy
CID000003734,C0154728,meningeal disorder
CID000003734,C0011946,dialysis
CID000003734,C1096515,blood ph increased
CID000003734,C0853703,blood immunoglobulin m
CID000003734,C0153690,bone cancer metastatic
CID000003734,C0919980,viith nerve paralysis
CID000003734,C1262109,procedural hypotension
CID000003734,C0858911,blood pressure immeasurable
CID000003734,C1290785,palatal disorder
CID000003734,C0521232,arterial stent insertion
CID000003734,C0741160,aortic aneurysm rupture
CID000003734,C1141938,ocular icterus
CID000003734,C0190112,valvuloplasty cardiac
CID000003734,C0264714,cardiac failure acute
CID000003734,C0853049,exercise test abnormal
CID000003734,C0438717,transaminases increased
CID000003734,C0235777,cyanosis neonatal
CID000003734,C0151379,rheumatoid factor positive
CID000003734,C0600260,obstructive airways disorder
CID000003734,C0003851,arteriosclerosis obliterans
CID000003734,C0338573,intracranial venous sinus thrombosis
CID000003734,C0153676,metastases to lung
CID000003734,C0476393,brain scan abnormal
CID000003734,C0742468,central nervous system lesion
CID000003734,C2363801,oxygen saturation decreased
CID000003734,C0020522,type iv hypersensitivity reaction
CID000003734,C1964005,administration site pain
CID000003734,C0238246,haemangioma of liver
CID000003734,C0840927,neurologic neglect syndrome
CID000003734,C0549249,depressed level of consciousness
CID000003734,C0151811,subcutaneous nodule
CID000003734,C0849835,lip haemorrhage
CID000003734,C1443060,feeling abnormal
CID000003734,C1112467,protein induced by vitamin k absence or antagonist ii increased
CID000002646,C0423602,sensation of foreign body
CID000002646,C0949040,sinus disorder
CID000002646,C0856054,mental status changes
CID000002646,C0853557,computerised tomogram
CID000002646,C0877040,fear of falling
CID000002646,C0026636,oral disorder
CID000002646,C0154446,autism
CID000002646,C0852091,bone disorder
CID000002646,C0852154,bladder disorder
CID000002646,C0007435,central venous catheterisation
CID000002646,C0236826,expressive language disorder
CID000002646,C0042225,vacuum extractor delivery
CID000002646,C0948344,escherichia urinary tract infection
CID000002646,C0233718,pressure of speech
CID000002646,C0040440,tooth extraction
CID000002646,C1964000,csf protein
CID000002646,C0854326,escherichia infection
CID000002646,C0031190,persistent foetal circulation
CID000002646,C0751576,vocal cord paresis
CID000002646,C1096185,dacryostenosis acquired
CID000002646,C0186193,hip arthroplasty
CID000002646,C0272774,foot fracture
CID000002646,C0178417,anhedonia
CID000002646,C0559181,forceps delivery
CID000002646,C0919785,transferrin saturation decreased
CID000002646,C0877149,patellofemoral pain syndrome
CID000002646,C0232409,hair growth abnormal
CID000002646,C0007273,carotid artery disease
CID000002646,C0234192,feeling cold
CID000002646,C0265783,pulmonary hypoplasia
CID000002646,C0022983,spinal laminectomy
CID000002646,C0749389,pharyngeal lesion
CID000002646,C0541832,chromaturia
CID000002646,C0424605,developmental delay
CID000002646,C0158619,congenital mitral valve incompetence
CID000002646,C0011361,dental fistula
CID000002646,C0187830,leg amputation
CID000002646,C0151899,screaming
CID000002646,C0235639,urine abnormality
CID000002646,C1536093,dilatation atrial
CID000002646,C0948374,large intestinal ulcer
CID000002646,C1963978,gingival disorder
CID000002646,C0085700,chondromalacia
CID000002646,C0948298,tympanic membrane hyperaemia
CID000002646,C0920218,meconium in amniotic fluid
CID000002646,C0242966,sepsis syndrome
CID000002646,C1167974,red blood cell spherocytes present
CID000002646,C0853811,croup infectious
CID000002646,C0235841,feeding disorder neonatal
CID000002646,C0919873,prescribed overdose
CID000002646,C0851560,ear disorder
CID000002646,C0281790,bone fistula
CID000002646,C1096403,ejection fraction decreased
CID000002646,C0549389,wound drainage
